---,DisplayName,CompletableTasks,OfferedQuests,ActivatingTasks,ActivatingCompletedTasks,DeactivatingTasks,DeactivatingCompletedTasks,bAlwaysActive,bMapMarkerIsArea,AreaSize,Notes
Chest_Quest,"NSLOCTEXT(""QuestObjectTable"", ""503539A143DB1111C4A0728981AC0EA1"", ""Quest Chest"")","","","","","","","False","False","0.000000",""
GoblinWeaponRack,"NSLOCTEXT(""QuestObjectTable"", ""4728759D4E2553B071669B93F4CA723C"", ""Weapon Rack"")","","","","","","","False","False","0.000000","gob_prop_weaponrack_01_bp"
CompetitivePortal,"NSLOCTEXT(""QuestObjectTable"", ""B59E0BF14B43FDBF236B88BD6739CAC3"", ""Slime Arena Entrance"")","","","","","","","False","False","0.000000",""
Bandit,"NSLOCTEXT(""QuestObjectTable"", ""D05E96444587F524681B0B93DA14DE4C"", ""Bandit"")","","","","","","","True","False","0.000000",""
GatekeeperGF1,"NSLOCTEXT(""QuestObjectTable"", ""6493E5DB4F9256EBE8C92ABC7F2960B9"", ""Lt. Riksa"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_gf1_bp"
GatekeeperGF2,"NSLOCTEXT(""QuestObjectTable"", ""4D38632E4865850105C4D1A18D50EB32"", ""Sgt. Frax"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_gf2_bp"
GatekeeperGF3,"NSLOCTEXT(""QuestObjectTable"", ""8BF4F5AC4D2D7DDEB562118810657CB8"", ""Lt. Klef"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_gf3_bp"
GatekeeperGF4,"NSLOCTEXT(""QuestObjectTable"", ""09FF92874E23E72EA0DA39887AC83A15"", ""Lt. Wilfur"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_gf4_bp"
GatekeeperGF5,"NSLOCTEXT(""QuestObjectTable"", ""66B728E64FB9913C68BD8EBA80777E80"", ""Sgt. Somberg"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_gf5_bp"
GatekeeperIF1_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""E7094D0346CA7DBBA06D81A36C70B88E"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if1_nocollide_bp"
GatekeeperIF2_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""E0F6FD1E4D7364DBF12696A6F782EA9A"", ""Bugswat Pass Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if2_nocollide_bp"
GeneralGraye,"NSLOCTEXT(""QuestObjectTable"", ""D40BDBBE4082E73187277BAD815436B8"", ""General Graye"")","(""A1C1Q2:Task_InteractGraye"",""A1C1Q2:Task_TalktoGraye"",""A1C2Q2:Task_InteractGraye"",""A1C4Q1:Task_InteractGraye"",""A1C4Q1:Task_TurnInGraye"",""A1C5Q1:Task_TurnInGraye"",""TQ_FortIntro:Task_TalkToGraye"",""TQ_FortProps:Task_InteractGraye"",""A1C5Q3:Task_TalktoGraye"")","","","","","","True","False","0.000000","npcgeneralgraye_bp"
GeneralGraye_Intro,"NSLOCTEXT(""QuestObjectTable"", ""DC46F10A4617E0A9D68C0589E3710B62"", ""General Graye"")","(""A1C1Q0:Task_TalkToGeneralGraye"")","","","","","","False","False","0.000000","npcgeneralgraye_intro_bp"
GeneralGraye_Act3_Town,"NSLOCTEXT(""QuestObjectTable"", ""1EAE047D46BE9C4E2E07A28DDDA27F3A"", ""General Graye"")","(""A3C4Q2:Task_InteractGraye"")","","(""A3C4Q2:Task_GotoTown"",""A3C4Q2:Task_InteractGraye"")","(""A3C4Q2:Task_GotoTown"",""A3C4Q2:Task_InteractGraye"")","","","False","False","0.000000","npcgeneralgraye_Act3_bp"
GeneralGraye_DenOfEvil,"NSLOCTEXT(""QuestObjectTable"", ""18189D5E449B0AA6974ABDABE9BCDC2E"", ""General Graye"")","","","","","","","False","False","0.000000",""
GobBaitBucket,"NSLOCTEXT(""QuestObjectTable"", ""B01D540547933071A14BD9B76C66FF27"", ""Goblin Bait Bucket"")","","","","","","","False","False","0.000000","gbl_prop_baitbucket_01_bp"
GobBanner_HarassGoblins,"NSLOCTEXT(""QuestObjectTable"", ""21FAA3AD484F9E62604EFAA623179123"", ""Goblin Banner"")","","","","","","","False","False","0.000000","gob_prop_banner_01_bp"
GobBarricade_KillGoblinBarricade,"NSLOCTEXT(""QuestObjectTable"", ""ECFB8FC44C660A1F381F41856AC60268"", ""Barricade"")","","","","","","","False","False","0.000000",""
Warp_GF7_Forest2_boss,"NSLOCTEXT(""QuestObjectTable"", ""FF56D6EF40D20737A186EFA6371D41A7"", ""Exit to Dead\'s End"")","","","","","","","False","False","0.000000",""
GoblinCage_RescueGuards,"NSLOCTEXT(""QuestObjectTable"", ""A4188F1E44F5D23B4A6C1C8735B66459"", ""Goblin Cage"")","","","","","","","False","False","0.000000","gob_prop_goblincage_01_bp"
GoblinCauldron,"NSLOCTEXT(""QuestObjectTable"", ""0D8A19E24B8D4DE5FEC9C796DA25A262"", ""Goblin Cauldron"")","","","","","","","False","False","0.000000","gob_lootable_cauldron_01_bp"
GoblinFishingSpot,"NSLOCTEXT(""QuestObjectTable"", ""7D1F033A469C04A192F0B483786A9987"", ""Secret Fishing Hole"")","","","","","","","False","False","0.000000","DQ_Jawsome"
GoblinShieldwall,"NSLOCTEXT(""QuestObjectTable"", ""38517F2C4E8D414F4BBF71A30C00DA49"", ""Goblin Shieldwall"")","","","","","","","False","False","0.000000",""
GoblinShieldwall_Placeholder,"","","","","","","","False","False","0.000000",""
Guard,"NSLOCTEXT(""QuestObjectTable"", ""0BE97018412F2228947BD8B647686338"", ""Imperial Guard"")","","","","","","","True","False","0.000000",""
HyvidResearcher,"NSLOCTEXT(""QuestObjectTable"", ""563D8D994800B0BFDA679C93EB0A8FB3"", ""Imperial Pest Control Researcher"")","","","","","","","True","False","0.000000","npcgeneric01_bp (DQ_VileVials)"
HyvidResearcher_Bugswat,"NSLOCTEXT(""QuestObjectTable"", ""F0E866CB4C2A59C720E88DA396C82688"", ""Bugswat Researcher"")","","","","","","","False","False","0.000000","npcgeneric02_bp"
Kenik,"NSLOCTEXT(""QuestObjectTable"", ""3058C46442161FC6A9509B991DD4B345"", ""Kenik"")","","","","","","","True","False","0.000000","npckenik_bp"
MaleOutpostGuard,"NSLOCTEXT(""QuestObjectTable"", ""C378C99045C24FB5679E73AC13215D80"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
GoblinStockpile,"NSLOCTEXT(""QuestObjectTable"", ""1393D54E431E78D84C69A7957C397979"", ""Explosive Stockpile"")","","","","","","","False","False","0.000000","gob_prop_stockpile_01_bp"
SgtKlive,"NSLOCTEXT(""QuestObjectTable"", ""A09493384C49BE91084A259BBA399ECA"", ""Sgt. Klive"")","(""TQ_Enchanting:Task_TalktoKlive"",""TQ_Relics:Task_TalkToKlive"",""TQ_Wardrobes:Task_TalktoKlive"",""TQ_LuckTree:Task_TalkToKlive"")","","","","","","False","False","0.000000",""
Spawner_CollectInsignias,"NSLOCTEXT(""QuestObjectTable"", ""FFC1425C444B22DAAF0542AE25C58124"", ""Carrion Killer Hideout"")","","","","","","","False","False","0.000000",""
Spawner_EventGrandHall,"","","","","","","","False","False","0.000000",""
Zaya,"NSLOCTEXT(""QuestObjectTable"", ""FF08B59C433E98EA47D3258481852B17"", ""Zaya"")","(""TQ_LuckTree:Task_InteractZaya"",""TQ_LuckTree:Task_TalkToZaya"",""A1C1Q2:Task_TalktoZaya"",""A1C2Q2:Task_TalktoZaya"",""A1C5Q1:Task_TurnInZaya"",""A2C1Q0:Task_InteractZaya"",""A2C4Q1:Task_TalktoZaya"",""A2C5Q2:Task_TalktoZaya"")","","","","","","True","False","0.000000",""
Trigger_FindSiegeWeapons,"NSLOCTEXT(""QuestObjectTable"", ""65AC74454D085B848B2EF5866B8B2E15"", ""Find out where goblins have dragged the siege weapons"")","","","","","","","False","True","100.000000",""
GoblinSiegeWeapon1,"NSLOCTEXT(""QuestObjectTable"", ""CF5ACE64446B30E52CBBD59AC33827A1"", ""Smash Blaster"")","","","","","","","True","False","0.000000","gcave_breakable_siegeweapon3_WithHP_bp"
GoblinSiegeWeapon2,"NSLOCTEXT(""QuestObjectTable"", ""56D3822D4842BE078E9C42977BE64EDC"", ""Sword-o-Matic"")","","","","","","","True","False","0.000000","gcave_breakable_siegeweapon2_WithHP_bp"
GoblinSiegeWeapon3,"NSLOCTEXT(""QuestObjectTable"", ""C620AA244DE225A90CB4B6AC9F6FF899"", ""Man Tenderizer"")","","","","","","","True","False","0.000000","gcave_breakable_siegeweapon1_WithHP_bp and gcave_breakable_siegeweapons_withHP_bp"
Trigger_GoblinFishingSpot,"","","","","","","","False","True","1000.000000","gob_triggersphere_quest_fishingspot_bp"
Trigger_ZombieOutfit,"","","","","","","","False","True","4000.000000",""
ThanesSnow,"NSLOCTEXT(""QuestObjectTable"", ""2D54076E4ADFC4D8C2D42CA7DB07EC22"", ""Thanes Snow"")","","","","","","","True","False","0.000000","npcgeneric_bp"
WaypointGuard,"NSLOCTEXT(""QuestObjectTable"", ""2735A11B4EEA3A156BA3CEB63D3057D6"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npcgeneric_tut_01_bp"
Yapper,"NSLOCTEXT(""QuestObjectTable"", ""5D9D6FF448B7D5609DCE7EA37B2E9EA4"", ""Yapper"")","(""A1C4Q1:Task_InteractYapper"",""A1C4Q1:Task_TurnInYapper"")","","","","","","True","False","0.000000",""
LtHix,"NSLOCTEXT(""QuestObjectTable"", ""A7286B344DA8A689F04B3FB6AE780FC7"", ""Lt. Hix, Imperial Scout"")","(""A3C3Q2:Task_InteractHix"")","","(""A3C3Q1:Task_RescueHix"")","(""A3C3Q1:Task_RescueHix"")","(""A3C3Q1:Task_GotoTown"")","","False","False","0.000000","was: npcgeneric03_bp now: npchix_bp"
Wolfram,"NSLOCTEXT(""QuestObjectTable"", ""11AE443A46C7A208F4858EAAD9990B66"", ""Wolfram"")","(""A3C2Q1:Task_InteractWolfram"",""A3C3Q1:Task_InteractWolfram"")","","","","","","True","False","0.000000","was: npcgeneric04_bp, now: npcwolfram_npc"
Goblin_FetidFungi,"NSLOCTEXT(""QuestObjectTable"", ""D696AC2842B3CE4CE37866920BF5180A"", ""Fetid Fungi"")","","","","","","","False","False","0.000000","gcave_lootable_mushroom_01_bp"
DragonCannon,"NSLOCTEXT(""QuestObjectTable"", ""D94AB0584DF6A554C0733BB79DDAF118"", ""Inert Dragon Cannon"")","","","","","","","False","False","0.000000","Clickable prop for ""The Dwarven Rainbow"" quest in the Echonok Mountains Armory."
SteadfastDead,"NSLOCTEXT(""QuestObjectTable"", ""4A48812D45F5CD6290528A9E679FEE66"", ""Steadfast Dead"")","","","","","","","True","False","0.000000","gob_lootable_corpse_imperial_01_bp"
ImperialGuard_Chief,"NSLOCTEXT(""QuestObjectTable"", ""33E5145E40679242771D83B7BB624A08"", ""Chief Imperial Guard"")","","","","","","","False","False","0.000000",""
ImperialGuard_01,"NSLOCTEXT(""QuestObjectTable"", ""8E84BA4540A1160B69B1D0809D55BBF5"", ""Imperial Strategist Keller"")","","","","","","","False","False","0.000000","npcgeneric07_bp"
ImperialGuard_02,"NSLOCTEXT(""QuestObjectTable"", ""F8E8B6594CFC65F007F05E9562A39E73"", ""Sgt. Womack"")","","","","","","","False","False","0.000000","npcgeneric06_bp"
ImperialGuard_03,"NSLOCTEXT(""QuestObjectTable"", ""09F3484746A7059250E4E8ABC5FD65E7"", ""Imperial Patroller"")","","","","","","","False","False","0.000000","npcgeneric08_bp"
ImperialGuard_04,"NSLOCTEXT(""QuestObjectTable"", ""9B367AB04FCEDD719EB520800E716ABA"", ""Imperial Investigator"")","","","","","","","False","False","0.000000","npcgeneric09_bp"
ImperialGuard_05,"NSLOCTEXT(""QuestObjectTable"", ""9AFAD6634C4D017CC5A9FB9ACC2FF2A5"", ""Sgt. Justinian"")","","","","","","","False","False","0.000000","npcgeneric10_bp"
ImperialGuard_06,"NSLOCTEXT(""QuestObjectTable"", ""8A50D0E4466AE962067133B12A04703E"", ""Imperial Scout"")","","","","","","","False","False","0.000000","npcgeneric11_bp"
ImperialGuard_07,"NSLOCTEXT(""QuestObjectTable"", ""E7ED0F4F4196F3BC4DDC7A9F156F3F35"", ""Imperial Scout Castro"")","","","","","","","False","False","0.000000","npcgeneric12_bp"
ImperialGuard_08,"NSLOCTEXT(""QuestObjectTable"", ""4B3DE52D4948D5E3E9CB359BA543F27C"", ""Imperial Scout"")","","","","","","","False","False","0.000000","npcgeneric13_bp"
ImperialGuard_09,"NSLOCTEXT(""QuestObjectTable"", ""431BE0944415FE55FE768EA354E51276"", ""Imperial Scout"")","","","","","","","False","False","0.000000","npcgeneric14_bp"
ImperialGuard_10,"NSLOCTEXT(""QuestObjectTable"", ""8F3642CF4729037CC598E7A3FB05578C"", ""Imperial Scout"")","","","","","","","False","False","0.000000","npcgeneric15_bp"
Cobweb,"NSLOCTEXT(""QuestObjectTable"", ""6AECE741490BA3070DA9EBAD57AD1F27"", ""Cobweb"")","","","","","","","False","False","0.000000","cave_lootable_web_01_bp (Pesky Pests quest)"
Cobweb_Trail,"NSLOCTEXT(""QuestObjectTable"", ""F551E2E94F7487D02EF2CBA2626A740D"", ""Web Trail"")","","","","","","","False","False","0.000000","cave_lootable_webtrail_01_bp (Pesky Pests quest)"
Cocoon,"NSLOCTEXT(""QuestObjectTable"", ""1E7C9E444452BDC36B8018BC62FDA5A6"", ""Cocoon"")","","","","","","","False","False","0.000000",""
ImperialCorpse,"NSLOCTEXT(""QuestObjectTable"", ""DA3C910C486044449C011FB8BE5DB848"", ""Fallen Imperial Guard"")","","","","","","","False","False","0.000000","inf_prop_imperialcorpse_01_bp"
EmberBeacon,"NSLOCTEXT(""QuestObjectTable"", ""96EEC91544DD041AE7FC9A88B43AFFAC"", ""Ember Beacon"")","","","","","","","False","False","0.000000",""
HyvidGatekeeperIF1,"NSLOCTEXT(""QuestObjectTable"", ""95D6B6EC4C2FBEB49387BDAD034BEC80"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if1_bp"
HyvidGatekeeperIF2,"NSLOCTEXT(""QuestObjectTable"", ""8FC90ABA46E5F55E63ABDC84418877A6"", ""Bugswat Pass Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if2_bp"
HyvidGatekeeperIF3,"NSLOCTEXT(""QuestObjectTable"", ""802B64B3465931297E7A0EB06BA524EB"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if3_bp"
HyvidGatekeeperIF4,"NSLOCTEXT(""QuestObjectTable"", ""A9E94A1D42EC5E1C15DD6A8F96D91F72"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if4_bp"
HyvidGatekeeperIF5,"NSLOCTEXT(""QuestObjectTable"", ""575DF1C34EAD23009A6C5F85A7DD6864"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if5_bp"
HyvidGatekeeperIF6,"NSLOCTEXT(""QuestObjectTable"", ""55725A6647EF8CFC939626823F73755B"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
GatekeeperIF3_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""93A091874B27F7013ED23E8EDCA5C735"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if3_nocollide_bp"
GatekeeperIF4_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""6A7021DD48474E5BA436A08BC0BB1321"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if4_nocollide_bp"
GatekeeperIF5_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""EB28ED364909BB8EAA1C96B16200C823"", ""Imperial Guard"")","","","","","","","False","False","0.000000","npc_m_imperialguard_gatekeeper_if5_nocollide_bp"
GatekeeperIF6_NoCollide,"NSLOCTEXT(""QuestObjectTable"", ""89C3ECD845BA6500F60B2B816C657E80"", ""Imperial Guard"")","","","","","","","False","False","0.000000",""
IntelligenceAgentBray,"NSLOCTEXT(""QuestObjectTable"", ""770F3EFA4ACB247974F411B59FB172E5"", ""Intelligence Agent Bray"")","","","","","","","True","False","0.000000",""
PoisonSample,"NSLOCTEXT(""QuestObjectTable"", ""B2C1239A4457B688D18E06A162993F69"", ""Concentrated Poison Sample"")","","","","","","","False","False","0.000000",""
HyvidJuvenileGland,"NSLOCTEXT(""QuestObjectTable"", ""E6FCA65E420CB78EC9A2A688790609CA"", ""Juvenile Hyvid Gland"")","","","","","","","False","False","0.000000",""
HyvidAdultGland,"NSLOCTEXT(""QuestObjectTable"", ""A2F09C494F1CB6BF934F42BEA804192F"", ""Adult Hyvid Gland"")","","","","","","","False","False","0.000000",""
HyvidMutatedGland,"NSLOCTEXT(""QuestObjectTable"", ""A89B1ED546B75CC07D2223BDBD19E9CA"", ""Mutated Hyvid Gland"")","","","","","","","False","False","0.000000",""
EarthEmberNode,"NSLOCTEXT(""QuestObjectTable"", ""EF0DFB5640F512CAF70E4DBF0E026C29"", ""Earth Ember Deposit"")","","","","","","","False","False","0.000000",""
ImperialOutpostOccupiedThreshold,"NSLOCTEXT(""QuestObjectTable"", ""1ED282284BCE175205D377A2BE397C94"", ""Outpost"")","(""A1C1Q0:Task_TriggerIntroThreshold"")","","","","","","False","False","0.000000",""
FortPortalPad,"","","","","(""TQ_FortIntro:Task_KillBoss"")","","","False","False","0.000000","TravelPortal_Fort"
Kenik_Intro,"NSLOCTEXT(""QuestObjectTable"", ""128F65994BFD5E31ED9F41AF7B9C6E19"", ""Kenik"")","(""A1C1Q0:Task_InteractKenik"")","","","","","","False","False","0.000000","npckenik_intro_bp"
AlphaSprite,"NSLOCTEXT(""QuestObjectTable"", ""5440D5F34F706E3D1C13FFA2688D2593"", ""Alyph, Junior Explorers Alpha Cadet"")","","","","","","","False","False","0.000000",""
Trigger_IntroPortal,"NSLOCTEXT(""QuestObjectTable"", ""327C9C2E47534D253EEFB0A9B91C5BFA"", ""Portal"")","(""A1C1Q0:Task_FindExit"")","","(""A1C1Q0:Task_FindExit"",""A1C1Q0:Task_GotoBluff"")","(""A1C1Q0:Task_TalkToGeneralGraye"",""A1C1Q0:Task_FindExit"",""A1C1Q0:Task_GotoBluff"")","","","False","False","0.000000","SpawnPortalTrigger_IntroQuest"
Trigger_IntroFortPortal,"NSLOCTEXT(""QuestObjectTable"", ""012A07084B84ADE539FD578C05577F89"", ""Portal to Invaded Fort"")","","","","","","","False","False","0.000000","SpawnPortalTrigger_IntroFortQuest"
EM_GrandGate,"NSLOCTEXT(""QuestObjectTable"", ""DF37624C4C7C35A0E535068AEBA79F21"", ""Grand Gate"")","","","","","","","False","False","0.000000",""
EM_GrandGateOpened,"NSLOCTEXT(""QuestObjectTable"", ""032933DE4CC55698335C16B485E7293F"", ""Grand Gate"")","","","","","","","False","False","0.000000",""
